index,dG_separated,dSASA_hphobic,hbonds_int,plddt,pae,cdr3b_plddt
184,-32.325,961.476,7.0,91.59468756308118,8.026154518127441,98.2734759594288
186,-38.101,1044.562,13.0,89.99540563071133,9.220932960510254,97.09500218223536
188,-23.037,768.087,7.0,91.8862992882559,8.439395904541016,98.31112199230134
190,-31.781,981.056,10.0,91.89932864955983,8.719372749328613,98.23861138576348
191,-36.633,1060.635,11.0,92.20136951818748,6.869857311248779,98.3747048817465
192,-28.307,806.708,4.0,91.43335871611974,8.42301082611084,98.04443152340156
193,-26.825,793.835,8.0,90.53019659424972,8.590801239013672,98.2706235777506
195,-20.885,780.126,4.0,90.62484207723362,8.689985275268555,98.24426932217064
197,-31.626,690.721,8.0,86.54532121960398,10.97093391418457,97.04897113115548
199,-50.71,1031.085,13.0,91.51499080726028,8.336689949035645,98.1833859579374
200,-29.736,823.537,7.0,90.72942695899852,7.717979907989502,98.26873318813908
201,-30.013,1002.027,9.0,90.80404388185254,8.345067977905273,98.2728539756956
202,-36.964,960.407,7.0,90.15592215099844,7.524816513061523,98.27532669386778
203,-30.133,861.233,4.0,91.33694300460552,8.427993774414062,98.1886199730168
204,-27.512,912.931,6.0,91.53034354891354,7.7429280281066895,98.36241604683302
206,-31.207,854.657,8.0,91.5275244722024,7.910547733306885,97.1681808491984
208,-24.619,856.13,4.0,92.68446722550432,7.608209133148193,98.2715264915642
209,-27.884,641.697,6.0,89.03155016209902,10.116935729980469,97.08257820117954
211,-39.525,808.448,12.0,91.0820670441744,8.131519317626953,97.70702949327564
213,-25.094,898.382,7.0,88.8131208585962,9.546504974365234,97.07921005142542
215,-26.798,967.914,8.0,92.12798831000298,7.158675670623779,98.3639853943976
217,-31.766,674.534,8.0,90.5335748744844,9.87354564666748,98.21254481429128
218,-30.017,760.972,7.0,92.12686514070138,7.927188396453857,98.32326518352298
219,-31.015,892.141,9.0,91.34129870693492,9.17002296447754,97.82895576230484
220,-29.635,876.727,9.0,91.83752494945148,8.937857627868652,98.28236814157236
221,-31.792,925.798,11.0,88.87706755727474,9.399331092834473,98.25380580592552
222,-38.926,919.189,10.0,90.62114733834684,8.6168851852417,97.48003580539978
224,-35.406,964.178,12.0,89.48158373341109,9.299943923950195,97.4206768330603
226,-31.802,830.442,7.0,90.1054246597293,8.7565279006958,97.7318973454617
227,-26.533,591.794,7.0,90.09656325267248,9.73879337310791,97.16581764023458
229,-28.914,960.005,7.0,91.13493965919636,7.891674995422363,97.81608104477311
231,-23.788,879.251,5.0,91.14325746769089,9.24758529663086,97.71786548031712
233,-32.696,1029.685,8.0,92.13051848403336,7.695807933807373,98.28439885719382
235,-26.234,900.026,8.0,90.91513311048762,8.98930549621582,98.22176265387051
236,-35.236,709.283,15.0,88.73379337323338,9.529077529907228,97.80178310113092
238,-30.389,978.747,9.0,90.1914781327153,9.567493438720703,98.02934723955632
240,-38.263,996.848,12.0,90.97395929750448,7.717418670654297,98.32152058923346
242,-26.51,729.798,11.0,92.17755041070806,8.615185737609863,97.89463125848098
244,-28.86,969.638,6.0,91.60784742272288,8.227811813354492,98.27388509346106
245,-42.792,918.627,13.0,90.39709794238186,8.94837474822998,98.316314808684
246,-37.219,1152.064,7.0,92.16539648811406,7.965584754943848,98.26334208698404
247,-34.762,943.497,6.0,92.13361998037648,8.461362838745117,97.83403027015508
249,-30.387,997.182,7.0,88.8999709600098,9.345317840576172,97.87912819406102
251,-21.158,813.885,5.0,93.31083081157615,7.321697235107422,98.283322134051
253,-41.243,1161.538,6.0,90.11627243054504,9.60910701751709,97.79480472082192
254,-25.4,796.612,7.0,89.57661155697096,10.366256713867188,97.95946431856125
255,-25.919,892.651,5.0,93.31613737935724,7.309844017028809,98.28231111153264
256,-40.479,1147.438,9.0,91.68405875839228,7.850510597229004,98.25612710904876
258,-34.139,902.254,7.0,92.60222286645748,7.112914085388184,98.33662114879596
260,-38.39,923.67,11.0,91.3235840737486,7.123855113983154,97.86519568190673
262,-29.548,977.846,8.0,91.01827220912402,8.108003616333008,98.28007865718814
263,-25.399,700.539,5.0,91.0202803225193,8.07596206665039,98.23086801357267
264,-25.517,980.977,4.0,90.61939762571356,8.624155044555664,98.22539253575708
265,-26.004,822.556,6.0,91.6508304487581,8.667699813842773,98.46205687791377
266,-38.882,941.014,6.0,89.65028204675146,9.431082725524902,97.46412943270464
267,-26.285,856.935,6.0,90.39509624887552,9.073439598083496,98.23046083939596
269,-36.61,1017.188,7.0,92.60212917701854,7.46510648727417,98.2674892463398
271,-29.487,1146.764,3.0,93.42987516297951,7.441621780395508,98.29972641217677
272,-20.921,895.482,4.0,92.51728834205925,8.0940523147583,98.280038887763
273,-42.474,1352.67,10.0,90.468776735028,9.609966278076172,98.2330332029742
274,-39.68,805.713,12.0,91.8765599527543,7.633289813995361,98.27835343611586
276,-23.031,787.386,5.0,90.14212027715972,10.374582290649414,98.23417603914548
277,-43.782,1011.554,10.0,89.80366914432517,8.398643493652344,98.30674141265628
278,-37.076,978.411,10.0,93.21536971721184,7.656650066375732,98.2770572638308
280,-36.699,676.224,11.0,88.55496962019598,9.776473999023438,98.27135899572394
281,-44.071,1102.907,10.0,90.3491543274046,7.398378372192383,98.23545648660031
282,-17.199,782.576,5.0,90.98710607089538,9.677963256835938,98.29533830299548
283,-51.129,1092.436,9.0,91.64762120150934,6.755247592926025,98.10494705960365
285,-40.539,1015.924,4.0,90.43208064242418,8.898122787475586,98.2384944385655
287,-38.656,943.65,12.0,90.98322316256706,7.873965263366699,98.39824987061662
289,-36.956,1054.622,9.0,92.74400763312252,7.378988265991211,98.26608602669684
290,-19.853,669.96,8.0,88.17269044516215,9.99763011932373,97.17346595756791
291,-25.434,710.433,4.0,90.5261308750865,9.010990142822266,98.23611688310264
292,-32.877,817.19,11.0,90.4392546230735,9.13628101348877,98.23295924703216
293,-46.395,1002.853,11.0,90.3537501033603,8.963961601257324,97.7781354418636
294,-28.222,1092.256,5.0,90.2146840838819,8.89579963684082,98.20149803807362
295,-28.705,908.34,7.0,92.04243481120956,8.093143463134766,98.2486327270999
296,-29.62,930.217,5.0,88.95943840079654,9.479670524597168,97.2717672802372
298,-38.785,977.062,9.0,89.20294440048704,10.112287521362305,97.87635557394768
300,-47.872,1221.321,10.0,92.14196851287656,7.650906085968018,98.26203012307846
301,-40.503,882.471,11.0,90.71925680116054,9.054762840270996,98.24043059969648
303,-42.54,949.118,9.0,91.69782632819994,8.242253303527832,98.20448556047212
305,-36.174,736.145,8.0,89.83754824126541,9.482596397399902,98.21882974159072
307,-40.437,838.636,8.0,91.14238645603504,7.920347690582275,98.29299005281668
309,-42.26,1081.105,9.0,91.33735465811633,8.790698051452637,98.09780295189871
310,-46.796,1108.954,8.0,90.96349977893736,8.615525245666504,98.30370674073488
312,-34.534,987.719,9.0,88.9747363320907,9.876440048217772,97.9186099771361
314,-50.689,1099.359,14.0,89.14437716812044,8.443465232849121,98.28400979444326
316,-28.583,938.867,5.0,90.93105284254072,9.79447078704834,98.25675158997828
318,-22.489,780.912,4.0,92.97669843452528,6.977848529815674,98.32559661916405
319,-42.116,1032.442,11.0,89.73719437609259,8.989229202270508,97.8813487289974
321,-34.037,977.167,7.0,92.10650388724656,7.189327239990234,98.28744965766673
323,-36.873,1216.879,6.0,91.38923521656166,8.337164878845215,98.24793941873892
325,-25.666,983.411,5.0,90.57817516186148,8.733532905578613,98.2409767137756
327,-31.832,879.861,12.0,92.78677091997552,7.49778938293457,98.28279960885482
328,-31.818,745.118,7.0,90.20742441387956,8.93168830871582,98.27120089937056
329,-35.228,1095.92,6.0,90.2503932336616,8.904231071472168,98.080253614894
330,-18.54,579.263,6.0,89.8997140355141,10.714160919189451,98.26953522478942
332,-34.254,884.297,5.0,88.45006044577973,9.607609748840332,98.15108829040066
334,-28.245,869.473,4.0,90.9871181693043,9.59619140625,98.14743384247475
336,-33.355,971.185,8.0,91.25422482484625,8.420001983642578,97.9385375148131
337,-36.223,985.55,7.0,89.29466794509771,9.21119499206543,98.20425054134968
339,-39.569,885.335,13.0,92.93451839956148,7.648260593414307,98.2860882870498
341,-30.972,956.548,4.0,88.97122954760059,8.926790237426758,97.7494292757797
343,-37.973,965.377,10.0,90.92793524165512,7.101546287536621,97.333178822035
345,-23.823,733.624,6.0,91.6514353218973,9.226673126220703,98.25628698963772
346,-38.885,1086.684,7.0,89.70183283376888,8.887327194213867,97.43552857663973
347,-38.845,997.451,11.0,89.81738794334422,8.671338081359863,98.22288160282002
348,-24.496,649.387,9.0,92.81295244818492,8.161958694458008,97.8670429604385
350,-29.428,938.605,9.0,91.44158336760042,7.275867462158203,98.32150480109124
352,-37.566,1066.094,9.0,88.81027025941208,8.992766380310059,96.83371117521769
354,-31.275,920.058,7.0,90.06016722134758,8.845425605773926,98.01550735294693
356,-38.567,994.363,8.0,89.91171024083792,8.91733455657959,97.8916085197776
357,-31.303,1077.72,7.0,91.12057758337198,8.143248558044434,98.34901059810548
359,-30.759,922.094,4.0,88.71092654069187,7.977452278137207,97.94982277640788
361,-29.368,795.432,9.0,89.73931888041557,9.014659881591797,98.30390437694112
363,-33.204,918.467,11.0,89.81926853437972,9.370973587036133,98.28503018016646
365,-37.172,786.225,5.0,92.15521282474704,8.991561889648438,98.19251787142214
366,-26.631,874.332,6.0,90.35260591182808,9.21086597442627,97.92529350265758
367,-31.928,829.624,8.0,90.37993352746284,9.103585243225098,98.23662510357931
368,-29.183,896.817,6.0,92.69744568741471,7.686623096466064,98.28838458516698
369,-39.02,872.821,10.0,90.97586262184154,6.913243293762207,98.10344074219265
370,-38.836,860.672,7.0,87.81007952812814,9.486987113952637,97.15808934250784
372,-40.574,988.178,9.0,90.29076043631264,8.399216651916504,97.46414764376452
374,-25.997,918.803,7.0,89.45323946585818,8.660802841186523,98.11305175116824
375,-28.819,814.997,13.0,91.63542855704208,9.08286190032959,97.90783626961463
376,-29.776,697.118,10.0,92.1665684650838,8.350120544433594,98.28194392226987
377,-19.232,638.161,4.0,92.46405801842248,7.915431976318359,98.26500367744887
378,-15.173,762.863,2.0,92.47225773043256,8.224226951599121,98.26715506494094
379,-34.462,1038.789,8.0,91.02397347580036,7.364240169525146,97.75135484999008
381,-33.042,916.461,10.0,91.94016484037024,8.960196495056152,98.21051709384852
383,-34.414,1007.612,5.0,91.96661781951885,7.435882568359375,98.16469081409257
384,-41.493,886.703,11.0,92.0910585935124,7.8744683265686035,98.32982305880934
386,-26.01,811.573,4.0,90.71979418793906,7.467444896697998,98.36501062315136
387,-38.651,886.866,11.0,91.59774140543448,6.833195686340332,98.33205085758006
388,-34.58,964.726,10.0,89.75471463288295,9.80047607421875,96.8560522156878
390,-26.863,787.655,4.0,89.92471477752277,8.96392822265625,96.8237850262148
392,-37.578,983.147,8.0,92.3618887446994,8.310186386108398,98.33938760691534
394,-20.705,724.72,4.0,87.3988983185673,9.85524559020996,97.40829597441484
395,-30.917,1047.062,4.0,93.13283029836428,7.27222204208374,98.27813500801426
397,-34.265,964.5,9.0,91.26739291015724,8.447877883911133,96.85660244277344
399,-41.178,1282.83,8.0,91.44380409540317,8.192301750183105,98.28818864645945
401,-26.238,612.868,8.0,87.99149268205122,10.393266677856444,97.86997422545264
402,-27.721,748.784,8.0,91.82666180782348,8.323997497558594,98.1051996829974
403,-27.704,850.178,7.0,91.4922066341077,8.3525390625,97.8592919722408
404,-24.202,791.907,5.0,91.14174507052611,7.7459235191345215,98.3808051542817
406,-47.06,1030.188,11.0,91.52270143435403,8.903691291809082,98.31748125460544
408,-38.433,1023.861,6.0,91.02116006131368,8.919244766235352,98.33142939997984
410,-24.786,737.925,7.0,91.04291693970818,8.217055320739746,98.21486087673324
411,-31.26,928.986,8.0,91.27001520534628,8.206686019897461,98.23719651268472
412,-26.292,794.148,5.0,90.68462581745898,8.689817428588867,97.56475867997432
413,-46.262,1042.398,13.0,90.96875269738214,8.265326499938965,97.85428491291938
415,-26.531,934.569,7.0,89.9946067380508,8.743231773376465,98.36520132342582
417,-27.822,739.599,7.0,89.86058730244254,8.972375869750977,97.51910190740726
419,-27.559,992.797,5.0,91.41274051594785,7.854260444641113,98.07614967508395
420,-33.699,733.474,7.0,89.74866557405525,8.823972702026367,97.96461772040084
421,-52.341,1166.492,13.0,90.77365732718329,9.091208457946776,97.9946200557694
422,-42.211,859.101,12.0,89.94600874350287,9.82088851928711,98.1325867323716
424,-28.653,823.975,7.0,88.04619989980588,9.569628715515137,97.91250770343366
426,-35.948,1052.075,7.0,92.18073708950992,7.623754978179932,98.28550795193696
428,-20.298,819.916,3.0,88.57385710056674,9.588899612426758,97.47084289193276
431,-23.199,742.101,8.0,91.77234723509024,8.075220108032227,98.16299154418232
433,-30.888,768.914,6.0,91.00780713043056,8.989412307739258,97.50067961368494
435,-31.527,806.898,9.0,89.06745307730651,10.06195068359375,98.10139686510456
437,-34.742,853.303,9.0,89.63441147886459,9.09942626953125,97.72204574310771
439,-30.896,840.321,7.0,88.46966235365238,9.4876708984375,98.08705147920772
440,-34.922,1016.059,11.0,88.52876323859269,10.13921356201172,97.57592036711694
442,-32.196,1048.342,6.0,92.49257872022548,7.590020656585693,98.26646232134048
444,-28.628,712.502,7.0,87.58417531153142,10.581356048583984,97.23960448117197
446,-27.482,741.133,6.0,91.86003008655574,8.35680103302002,98.222418137103
448,-45.817,1060.264,11.0,90.06283955630865,8.357714653015137,98.22473924772564
449,-29.831,823.258,11.0,91.9344115672554,9.341639518737791,98.35908762678224
450,-30.896,912.342,11.0,91.19703707333716,9.453584671020508,97.90831703047976
451,-49.752,1085.441,9.0,89.51542717657242,8.353170394897461,97.20855604274996
453,-24.387,1016.095,5.0,92.22841372027952,8.121891975402832,98.27899411296237
455,-21.284,579.311,7.0,89.95673518277314,10.513394355773926,98.2682696634241
457,-27.502,981.338,4.0,92.69041576997608,7.845217227935791,98.27058086556772
458,-40.722,947.544,10.0,92.04251800736331,7.720078468322754,98.25489198975286
460,-29.994,736.877,10.0,91.15727225910898,9.799970626831056,97.1246318772838
462,-29.027,758.711,7.0,92.24096419891195,8.425644874572754,98.30934001770552
464,-26.71,792.865,9.0,91.42263083102004,8.986234664916992,98.24774340653391
466,-29.415,681.534,8.0,88.46322899085119,9.710803031921388,97.7820118172088
467,-16.631,838.03,3.0,88.34492008409444,10.568559646606444,98.0529642929872
469,-40.142,941.579,7.0,90.92323108464922,8.753225326538086,98.07582771409714
470,-30.723,860.311,9.0,91.7700846557535,8.224509239196777,97.7972789961694
471,-56.466,1063.63,11.0,90.20119923798664,9.344663619995115,98.22396460473534
473,-49.979,1176.057,13.0,89.94700723717538,8.032878875732422,98.12352003195646
475,-32.698,760.755,9.0,89.6461714063456,9.19515895843506,97.68970517880592
476,-21.219,665.543,5.0,90.28842515115343,9.673066139221191,98.20538895745892
477,-23.648,800.106,7.0,88.96846363866196,10.520341873168944,97.95223720127753
478,-27.903,915.759,7.0,92.14301763393948,9.87082576751709,98.25042533429124
479,-25.264,804.729,5.0,89.17366860925105,9.456768989562988,96.53202689425666
480,-21.58,842.452,7.0,91.53608468626804,7.547917366027832,97.82086954108505
482,-37.358,838.774,8.0,90.07157875396095,9.722012519836426,98.2791201993557
484,-40.204,897.614,11.0,91.07951820060238,7.497216701507568,98.29162752813846
485,-38.274,863.602,12.0,90.4220815526214,8.715062141418457,98.2786925715058
486,-26.67,909.585,10.0,90.76261872075682,9.279257774353027,98.31860590817227
487,-37.557,921.063,6.0,89.73774012995719,8.501349449157715,97.25774916740316
489,-45.73,913.262,14.0,91.9370511092478,9.14074420928955,97.83865459858676
491,-36.427,853.472,11.0,89.14229514298108,9.052446365356444,97.63106290033268
493,-48.937,1167.725,9.0,90.73432504259156,7.918597221374512,98.3453994426765
494,-39.663,770.428,9.0,91.66891898898056,8.543795585632324,98.0581712616882
495,-33.651,821.733,9.0,92.87274437425852,8.366653442382812,98.27193567417196
496,-32.559,792.592,8.0,90.226305170192,9.47113037109375,98.24660300823
498,-39.45,935.359,10.0,88.10647979666797,9.494757652282717,96.74640730980153
500,-36.025,956.141,10.0,91.9492189368088,8.47101879119873,97.94757148408512
502,-20.741,599.024,10.0,88.85307430212399,10.309350967407228,97.35821300761724
503,-33.987,859.24,8.0,91.75157340188557,7.724350929260254,97.99312285968566
505,-43.039,872.054,8.0,91.8005638450301,7.564169406890869,97.5279293157174
507,-40.912,1072.17,7.0,90.10111320612133,8.931775093078613,97.83600366236342
509,-35.021,1040.021,9.0,92.96542201066777,7.0052876472473145,98.25948738297484
511,-35.037,968.584,9.0,90.4582431947877,8.999166488647461,98.3263914146228
512,-43.066,1129.889,10.0,90.52770723815988,8.485981941223145,98.25067920720704
513,-32.808,821.161,10.0,89.9147150280077,7.868074893951416,97.78096017003152
514,-19.592,650.577,9.0,89.69864287164091,10.735390663146973,96.92706192385864
516,-45.068,1151.342,7.0,90.9373650311504,7.884518623352051,98.3580990716488
518,-31.084,1023.055,9.0,90.36397184069028,8.816096305847168,97.29785419756634
520,-27.479,800.516,9.0,90.2078845517468,8.61247730255127,98.22326566523935
522,-31.665,857.01,12.0,89.22724994411226,10.244593620300291,97.27497548846252
523,-34.896,812.325,11.0,91.62957429641196,8.502720832824707,97.98088307969036
524,-19.697,603.871,6.0,89.2679579126933,10.14484405517578,97.56232795121916
525,-26.025,832.106,5.0,89.78918736691641,9.49980926513672,97.2439619503683
527,-55.006,1031.623,13.0,90.79248940696952,8.252809524536133,98.23286739407254
529,-29.147,799.791,7.0,91.56912180555236,9.734451293945312,98.24858791782631
531,-49.109,1072.916,15.0,91.02863554613891,7.766862392425537,98.36648774258408
532,-39.125,1004.189,11.0,87.54578399328125,10.295884132385254,97.30702312798634
533,-23.202,969.945,4.0,92.8082339769554,7.552931785583496,98.28760935870288
534,-36.453,822.557,12.0,91.22514914199932,9.535831451416016,98.2581346360037
536,-41.137,1218.203,9.0,92.34476851767432,6.789687633514404,98.34162000749755
538,-27.87,594.674,10.0,91.40015656291156,10.518118858337402,97.92167778040832
540,-23.788,865.912,8.0,92.32202039103896,8.243185043334961,98.27559032714912
541,-28.172,730.685,6.0,90.32295316466924,9.409623146057127,98.38347096271778
542,-33.392,849.616,7.0,90.45430190140992,7.952400207519531,97.85916850732572
543,-23.276,594.549,5.0,90.89333622742876,8.36430549621582,97.71796429286763
545,-34.628,970.827,7.0,91.13104218946634,8.162751197814941,98.31723559024977
